age,salary,rupiah_salary_month,education,dependents,house_ownership,expenses,rupiah_expenses,savings,rupiah_savings,employment_status,vehicle_ownership,area,investment,rupiah_investment,debt,rupiah_debt
18,2.9," Rp2,900,000 ",SHS,1,Contract,1.41," Rp1,410,000 ",21.5," Rp21,500,000 ",Employment,No Vehicle,Rural,10.62," Rp10,620,000 ",1.98," Rp1,980,000.00 "
32,6.65," Rp6,650,000 ",Master,2,Contract,5.61," Rp5,610,000 ",25.11," Rp25,110,000 ",Self-Employment,Motorcycle,Rural,1.78," Rp1,780,000 ",1.87," Rp1,870,000.00 "
54,4.31," Rp4,310,000 ",SHS,0,Leased,4.66," Rp4,660,000 ",8.55," Rp8,554,447 ",Retired,Car,Urban,2.19," Rp2,190,000 ",9.96," Rp9,960,000.00 "
30,20.15," Rp20,150,000 ",JHS,1,Contract,6.39," Rp6,390,000 ",1.01," Rp1,010,000 ",Retired,Motorcycle,Urban,9.21," Rp9,210,000 ",3.3," Rp3,300,000.00 "
57,11.36," Rp11,360,000 ",Bachelor,2,Owned,8.57," Rp8,570,000 ",0.37," Rp370,000 ",Self-Employment,Motorcycle,Rural,24.14," Rp24,140,000 ",15.92," Rp15,920,000.00 "
25,3.22," Rp3,220,000 ",SHS,3,Leased,3.81," Rp3,810,000 ",18.35," Rp18,350,000 ",Retired,Motorcycle and Car,Urban,7.8," Rp7,800,000 ",5.32," Rp5,320,000.00 "
22,1.23," Rp1,230,000 ",Bachelor,1,Contract,8.01," Rp8,008,358 ",25.73," Rp25,730,000 ",Self-Employment,Motorcycle,Suburban,6.32," Rp6,320,000 ",4.62," Rp4,620,000.00 "
26,10.34," Rp10,340,000 ",Bachelor,2,Owned,4.81," Rp4,810,000 ",30.9," Rp30,900,000 ",Employment,No Vehicle,Urban,0.00, Rp-   ,11.46," Rp11,460,000.00 "
18,13.11," Rp13,110,000 ",Bachelor,2,Leased,9.49," Rp9,490,000 ",3.39," Rp3,390,000 ",Employment,Motorcycle and Car,Suburban,3.47," Rp3,470,000 ",4.45," Rp4,450,000.00 "
53,9.59," Rp9,590,000 ",SHS,4,Owned,10.39," Rp10,390,000 ",69.31," Rp69,310,000 ",Student,Motorcycle,Rural,0.35," Rp350,000 ",8.65," Rp8,650,000.00 "
52,1.68," Rp1,680,000 ",Diploma,1,Leased,6.41," Rp6,407,669 ",8.72," Rp8,716,561 ",Employment,No Vehicle,Urban,0.00, Rp-   ,3.45," Rp3,450,000.00 "
19,31.87," Rp31,870,000 ",ES,1,Contract,24.15," Rp24,150,000 ",5.76," Rp5,760,000 ",Retired,Motorcycle,Rural,1.41," Rp1,410,000 ",4.56," Rp4,560,000.00 "
57,2.5," Rp2,500,000 ",Bachelor,2,Owned,0.95," Rp950,000 ",3.35," Rp3,350,000 ",Unemployment,Motorcycle,Urban,0.62," Rp620,000 ",1.5," Rp1,500,000.00 "
40,7.44," Rp7,440,000 ",Bachelor,0,Parents,8.67," Rp8,670,000 ",9.24," Rp9,238,951 ",Student,Motorcycle,Urban,1.02," Rp1,020,000 ",10.45," Rp10,450,000.00 "
26,12.93," Rp12,930,000 ",SHS,1,Leased,7.92," Rp7,920,000 ",33.19," Rp33,190,000 ",Retired,Motorcycle and Car,Suburban,1.17," Rp1,170,000 ",1.63," Rp1,630,000.00 "
51,2.34," Rp2,340,000 ",JHS,1,Leased,1.23," Rp1,230,000 ",0.11," Rp110,000 ",Unemployment,Motorcycle,Urban,10.66," Rp10,660,000 ",16.54," Rp16,540,000.00 "
63,12.94," Rp12,940,000 ",SHS,0,Contract,7.18," Rp7,182,599 ",12.46," Rp12,460,000 ",Self-Employment,No Vehicle,Suburban,8.73," Rp8,730,000 ",2.44," Rp2,440,000.00 "
31,2.85," Rp2,850,000 ",Bachelor,4,Owned,1.92," Rp1,920,000 ",1.93," Rp1,930,000 ",Student,Motorcycle and Car,Rural,3.86," Rp3,860,000 ",2.86," Rp2,860,000.00 "
21,19.74," Rp19,740,000 ",SHS,0,Parents,14.07," Rp14,070,000 ",0.92," Rp920,000 ",Student,No Vehicle,Rural,2.78," Rp2,780,000 ",3.39," Rp3,390,000.00 "
47,2.65," Rp2,650,000 ",SHS,5,Owned,2.44," Rp2,440,000 ",54.56," Rp54,560,000 ",Student,Car,Rural,0.01," Rp10,000 ",2.42," Rp2,420,000.00 "
48,16.33," Rp16,330,000 ",Bachelor,2,Contract,17.66," Rp17,660,000 ",34.91," Rp34,910,000 ",Unemployment,Motorcycle,Urban,1.73," Rp1,730,000 ",4.28," Rp4,280,000.00 "
55,1.28," Rp1,280,000 ",Master,2,Parents,0.45," Rp450,000 ",10.05," Rp10,050,000 ",Unemployment,Car,Urban,8.57," Rp8,570,000 ",5.25," Rp5,250,000.00 "
28,7.18," Rp7,180,000 ",SHS,2,Contract,5.33," Rp5,330,000 ",12.27," Rp12,270,000 ",Unemployment,Motorcycle,Rural,8.13," Rp8,130,000 ",0.94," Rp940,000.00 "
52,4.8," Rp4,800,000 ",ES,4,Leased,3.23," Rp3,230,000 ",40.52," Rp40,520,000 ",Unemployment,No Vehicle,Suburban,0.00, Rp-   ,3.11," Rp3,113,358.63 "
25,4.25," Rp4,250,000 ",Bachelor,0,Owned,1.32," Rp1,320,000 ",31.87," Rp31,870,000 ",Employment,No Vehicle,Urban,0.34," Rp340,000 ",5.41," Rp5,410,000.00 "
20,2.26," Rp2,260,000 ",Diploma,0,Owned,2.34," Rp2,340,000 ",23.53," Rp23,530,000 ",Student,Motorcycle and Car,Suburban,15.85," Rp15,850,000 ",6.81," Rp6,810,000.00 "
31,7.11," Rp7,110,000 ",JHS,4,Owned,2.8," Rp2,800,000 ",15.38," Rp15,380,000 ",Self-Employment,Car,Suburban,8.72," Rp8,720,000 ",14.07," Rp14,070,000.00 "
30,2.06," Rp2,060,000 ",Bachelor,1,Owned,0.83," Rp830,000 ",18.72," Rp18,720,000 ",Student,No Vehicle,Suburban,3.19," Rp3,190,000 ",3.23," Rp3,225,159.44 "
62,5.02," Rp5,020,000 ",Diploma,4,Owned,1.72," Rp1,720,000 ",10.0," Rp10,000,000 ",Retired,No Vehicle,Suburban,5.72," Rp5,720,000 ",4.8," Rp4,800,000.00 "
49,2.46," Rp2,460,000 ",SHS,2,Contract,1.18," Rp1,180,000 ",15.02," Rp15,020,000 ",Employment,Motorcycle,Urban,16.06," Rp16,060,000 ",1.81," Rp1,810,000.00 "
51,16.57," Rp16,570,000 ",Bachelor,2,Owned,7.61," Rp7,610,000 ",15.52," Rp15,520,000 ",Self-Employment,Car,Suburban,6.65," Rp6,650,000 ",4.54," Rp4,540,000.00 "
62,1.15," Rp1,150,000 ",Bachelor,0,Contract,0.71," Rp710,000 ",40.03," Rp40,030,000 ",Self-Employment,No Vehicle,Rural,12.31," Rp12,310,000 ",0.31," Rp310,000.00 "
36,2.11," Rp2,110,000 ",JHS,2,Leased,7.03," Rp7,026,378 ",4.93," Rp4,930,000 ",Employment,Car,Urban,0.00, Rp-   ,4.85," Rp4,850,000.00 "
55,2.39," Rp2,390,000 ",SHS,2,Contract,0.83," Rp830,000 ",5.66," Rp5,660,000 ",Student,No Vehicle,Suburban,7.9," Rp7,900,000 ",2.83," Rp2,830,000.00 "
33,3.67," Rp3,670,000 ",JHS,2,Parents,3.94," Rp3,940,000 ",6.81," Rp6,812,011 ",Student,Motorcycle,Suburban,0.00, Rp-   ,5.92," Rp5,920,000.00 "
19,2.32," Rp2,320,000 ",Bachelor,3,Parents,1.38," Rp1,380,000 ",17.31," Rp17,310,000 ",Student,Car,Rural,6.86," Rp6,860,000 ",1.66," Rp1,660,000.00 "
57,4.38," Rp4,380,000 ",Diploma,3,Contract,3.71," Rp3,710,000 ",23.76," Rp23,760,000 ",Unemployment,No Vehicle,Suburban,8.28," Rp8,280,000 ",4.83," Rp4,830,000.00 "
34,11.3," Rp11,300,000 ",Diploma,3,Owned,3.51," Rp3,510,000 ",5.45," Rp5,450,000 ",Unemployment,Motorcycle,Rural,5.48," Rp5,480,000 ",7.97," Rp7,970,000.00 "
51,7.23," Rp7,230,000 ",JHS,4,Leased,4.55," Rp4,550,000 ",22.6," Rp22,600,000 ",Self-Employment,Car,Suburban,2.12," Rp2,120,000 ",0.55," Rp550,000.00 "
59,40.64," Rp40,640,000 ",Diploma,2,Contract,6.20," Rp6,199,761 ",9.17," Rp9,171,364 ",Retired,No Vehicle,Rural,36.29," Rp36,290,000 ",5.66," Rp5,660,000.00 "
33,1.47," Rp1,470,000 ",Bachelor,3,Leased,0.66," Rp660,000 ",7.74," Rp7,740,000 ",Unemployment,Motorcycle,Urban,0.21," Rp210,000 ",2.30," Rp2,300,612.42 "
55,6.92," Rp6,920,000 ",SHS,2,Contract,4.87," Rp4,870,000 ",7.30," Rp7,296,728 ",Student,Motorcycle,Suburban,1.33," Rp1,330,000 ",10.43," Rp10,430,000.00 "
19,1.91," Rp1,910,000 ",Bachelor,1,Contract,1.49," Rp1,490,000 ",42.71," Rp42,710,000 ",Unemployment,Motorcycle,Suburban,12.47," Rp12,470,000 ",0.78," Rp780,000.00 "
19,8.72," Rp8,720,000 ",SHS,4,Owned,3.82," Rp3,820,000 ",16.86," Rp16,860,000 ",Student,Motorcycle,Suburban,13.5," Rp13,500,000 ",2.96," Rp2,960,000.00 "
43,2.44," Rp2,440,000 ",Bachelor,4,Contract,2.37," Rp2,370,000 ",24.34," Rp24,340,000 ",Student,Motorcycle,Rural,1.7," Rp1,700,000 ",1.36," Rp1,360,000.00 "
30,3.7," Rp3,700,000 ",ES,5,Owned,1.74," Rp1,740,000 ",51.9," Rp51,900,000 ",Retired,Motorcycle,Urban,10.05," Rp10,050,000 ",0.37," Rp370,000.00 "
64,3.16," Rp3,160,000 ",Diploma,3,Leased,1.28," Rp1,280,000 ",4.6," Rp4,600,000 ",Student,Car,Suburban,21.62," Rp21,620,000 ",7.81," Rp7,810,000.00 "
48,10.79," Rp10,790,000 ",Master,4,Owned,6.47," Rp6,470,000 ",8.63," Rp8,630,000 ",Self-Employment,Car,Rural,16.11," Rp16,110,000 ",8.88," Rp8,880,000.00 "
51,1.68," Rp1,680,000 ",Bachelor,1,Owned,1.34," Rp1,340,000 ",11.4," Rp11,400,000 ",Self-Employment,Motorcycle,Rural,0.04," Rp40,000 ",5.33," Rp5,330,000.00 "
56,5.17," Rp5,170,000 ",SHS,2,Owned,6.15," Rp6,150,000 ",5.3," Rp5,300,000 ",Self-Employment,Motorcycle,Rural,0.41," Rp410,000 ",0.48," Rp480,000.00 "
20,1.77," Rp1,770,000 ",SHS,3,Contract,1.2," Rp1,200,000 ",36.7," Rp36,700,000 ",Employment,Motorcycle,Suburban,6.28," Rp6,280,000 ",0.4," Rp400,000.00 "
25,7.1," Rp7,100,000 ",ES,1,Leased,4.85," Rp4,850,000 ",1.74," Rp1,740,000 ",Student,Car,Urban,4.34," Rp4,340,000 ",4.09," Rp4,090,000.00 "
40,12.77," Rp12,770,000 ",Bachelor,1,Parents,4.51," Rp4,510,000 ",9.22," Rp9,224,634 ",Unemployment,Motorcycle,Suburban,0.98," Rp980,000 ",11.62," Rp11,620,000.00 "
31,3.85," Rp3,850,000 ",Diploma,2,Contract,3.81," Rp3,810,000 ",4.24," Rp4,240,000 ",Employment,Motorcycle,Rural,2.14," Rp2,140,000 ",0.97," Rp970,000.00 "
44,4.35," Rp4,350,000 ",SHS,2,Leased,5.70," Rp5,698,522 ",61.32," Rp61,320,000 ",Retired,Motorcycle and Car,Suburban,0.00, Rp-   ,4.99," Rp4,990,000.00 "
46,41.54," Rp41,540,000 ",JHS,3,Owned,13.7," Rp13,700,000 ",19.74," Rp19,740,000 ",Student,Car,Rural,4.59," Rp4,590,000 ",3.46," Rp3,460,000.00 "
56,4.68," Rp4,680,000 ",Master,2,Contract,5.24," Rp5,240,000 ",25.19," Rp25,190,000 ",Unemployment,Motorcycle,Urban,2.5," Rp2,500,000 ",1.49," Rp1,490,000.00 "
56,4.34," Rp4,340,000 ",Bachelor,3,Owned,4.3," Rp4,300,000 ",2.3," Rp2,300,000 ",Student,Motorcycle,Suburban,1.77," Rp1,770,000 ",2.73," Rp2,730,000.00 "
18,5.32," Rp5,320,000 ",SHS,1,Leased,4.67," Rp4,670,000 ",4.31," Rp4,310,000 ",Self-Employment,Motorcycle,Suburban,8.92," Rp8,920,000 ",3.01," Rp3,010,000.00 "
34,6.84," Rp6,840,000 ",SHS,1,Leased,5.63," Rp5,627,686 ",33.2," Rp33,200,000 ",Self-Employment,Motorcycle and Car,Urban,0.00, Rp-   ,0.82," Rp820,000.00 "
58,1.57," Rp1,570,000 ",Bachelor,0,Contract,1.11," Rp1,110,000 ",16.77," Rp16,770,000 ",Self-Employment,Motorcycle,Rural,4.17," Rp4,170,000 ",0.96," Rp960,000.00 "
47,9.6," Rp9,600,000 ",Diploma,2,Contract,4.13," Rp4,130,000 ",0.92," Rp920,000 ",Unemployment,Car,Suburban,4.59," Rp4,590,000 ",5.56," Rp5,560,000.00 "
30,3.86," Rp3,860,000 ",Master,5,Leased,3.86," Rp3,860,000 ",16.68," Rp16,680,000 ",Self-Employment,Motorcycle and Car,Rural,2.26," Rp2,260,000 ",0.68," Rp680,000.00 "
38,1.38," Rp1,380,000 ",Bachelor,2,Owned,1.01," Rp1,010,000 ",12.9," Rp12,900,000 ",Unemployment,Motorcycle,Urban,13.72," Rp13,720,000 ",7.58," Rp7,580,000.00 "
36,8.71," Rp8,710,000 ",SHS,1,Parents,7.52," Rp7,520,000 ",3.34," Rp3,340,000 ",Employment,Motorcycle,Suburban,13.81," Rp13,810,000 ",2.60," Rp2,598,779.39 "
36,3.37," Rp3,370,000 ",Bachelor,1,Owned,2.15," Rp2,150,000 ",17.98," Rp17,980,000 ",Self-Employment,No Vehicle,Urban,0.00, Rp-   ,0.6," Rp600,000.00 "
42,1.53," Rp1,530,000 ",SHS,1,Leased,0.74," Rp740,000 ",3.82," Rp3,820,000 ",Retired,Motorcycle,Urban,2.42," Rp2,420,000 ",14.42," Rp14,420,000.00 "
39,6.02," Rp6,020,000 ",Bachelor,2,Owned,6.18," Rp6,180,000 ",33.37," Rp33,370,000 ",Unemployment,Motorcycle,Urban,0.63," Rp630,000 ",3.12," Rp3,119,026.99 "
48,11.61," Rp11,610,000 ",Doctoral,3,Owned,7.06," Rp7,060,000 ",19.27," Rp19,270,000 ",Student,Motorcycle,Suburban,0.92," Rp920,000 ",0.28," Rp280,000.00 "
34,11.94," Rp11,940,000 ",SHS,2,Leased,12.9," Rp12,900,000 ",9.91," Rp9,908,496 ",Self-Employment,No Vehicle,Rural,31.55," Rp31,550,000 ",0.02," Rp20,000.00 "
40,16.81," Rp16,810,000 ",SHS,0,Contract,19.65," Rp19,650,000 ",11.06," Rp11,060,000 ",Unemployment,Motorcycle,Rural,6.07," Rp6,070,000 ",14.79," Rp14,790,000.00 "
49,38.83," Rp38,830,000 ",Doctoral,2,Owned,11.63," Rp11,630,000 ",14.35," Rp14,350,000 ",Unemployment,Motorcycle,Suburban,2.22," Rp2,220,000 ",0.47," Rp470,000.00 "
27,1.01," Rp1,010,000 ",JHS,1,Owned,0.42," Rp420,000 ",6.96," Rp6,958,791 ",Retired,Motorcycle,Suburban,33.67," Rp33,670,000 ",1.57," Rp1,570,000.00 "
27,3.39," Rp3,390,000 ",Bachelor,2,Parents,3.63," Rp3,630,000 ",15.81," Rp15,810,000 ",Student,Car,Suburban,0.00, Rp-   ,3.22," Rp3,220,000.00 "
53,9.53," Rp9,530,000 ",Master,3,Owned,7.31," Rp7,310,000 ",16.97," Rp16,970,000 ",Self-Employment,Car,Urban,11.56," Rp11,560,000 ",0.86," Rp860,000.00 "
25,3.28," Rp3,280,000 ",SHS,2,Leased,1.7," Rp1,700,000 ",16.12," Rp16,120,000 ",Self-Employment,Car,Suburban,31.55," Rp31,550,000 ",2.68," Rp2,680,000.00 "
69,5.6," Rp5,600,000 ",ES,2,Owned,2.15," Rp2,150,000 ",13.52," Rp13,520,000 ",Student,Motorcycle,Suburban,26.56," Rp26,560,000 ",13.11," Rp13,110,000.00 "
37,5.66," Rp5,660,000 ",SHS,1,Leased,3.12," Rp3,120,000 ",32.77," Rp32,770,000 ",Self-Employment,Motorcycle and Car,Suburban,33.37," Rp33,370,000 ",10.91," Rp10,910,000.00 "
49,3.27," Rp3,270,000 ",Bachelor,0,Contract,1.39," Rp1,390,000 ",13.28," Rp13,280,000 ",Unemployment,Motorcycle,Urban,18.29," Rp18,290,000 ",0.84," Rp840,000.00 "
67,12.74," Rp12,740,000 ",Bachelor,1,Owned,4.12," Rp4,120,000 ",46.21," Rp46,210,000 ",Self-Employment,Motorcycle,Urban,12.07," Rp12,070,000 ",14.43," Rp14,430,000.00 "
31,4.5," Rp4,500,000 ",Bachelor,1,Owned,5.35," Rp5,350,000 ",33.07," Rp33,070,000 ",Retired,No Vehicle,Suburban,2.35," Rp2,350,000 ",6.2," Rp6,200,000.00 "
67,4.13," Rp4,130,000 ",SHS,0,Owned,4.33," Rp4,330,000 ",23.58," Rp23,580,000 ",Unemployment,Motorcycle,Urban,2.02," Rp2,020,000 ",17.66," Rp17,660,000.00 "
45,30.98," Rp30,980,000 ",SHS,5,Contract,29.9," Rp29,900,000 ",45.79," Rp45,790,000 ",Student,Motorcycle,Suburban,0.00, Rp-   ,0.97," Rp970,000.00 "
63,4.4," Rp4,400,000 ",Diploma,3,Leased,2.08," Rp2,080,000 ",15.4," Rp15,400,000 ",Student,Motorcycle,Urban,0.00, Rp-   ,0.34," Rp340,000.00 "
69,1.98," Rp1,980,000 ",Diploma,3,Contract,0.64," Rp640,000 ",34.5," Rp34,500,000 ",Retired,No Vehicle,Suburban,2.84," Rp2,840,000 ",2.68," Rp2,680,000.00 "
41,4.6," Rp4,600,000 ",Bachelor,0,Leased,3.39," Rp3,390,000 ",5.54," Rp5,540,000 ",Self-Employment,Motorcycle,Urban,2.36," Rp2,360,000 ",22.5," Rp22,500,000.00 "
32,9.41," Rp9,410,000 ",SHS,1,Contract,9.1," Rp9,100,000 ",1.52," Rp1,520,000 ",Employment,Car,Rural,8.58," Rp8,580,000 ",3.04," Rp3,040,000.00 "
39,8.5," Rp8,500,000 ",Bachelor,4,Owned,9.92," Rp9,920,000 ",23.1," Rp23,100,000 ",Unemployment,Motorcycle,Suburban,2.63," Rp2,630,000 ",5.18," Rp5,180,000.00 "
47,8.77," Rp8,770,000 ",Diploma,0,Owned,9.29," Rp9,290,000 ",7.18," Rp7,180,000 ",Retired,Car,Urban,8.66," Rp8,660,000 ",3.86," Rp3,860,000.00 "
21,7.16," Rp7,160,000 ",SHS,3,Owned,7.91," Rp7,910,000 ",20.14," Rp20,140,000 ",Unemployment,No Vehicle,Urban,10.54," Rp10,540,000 ",11.3," Rp11,300,000.00 "
30,2.47," Rp2,470,000 ",SHS,2,Owned,1.27," Rp1,270,000 ",1.61," Rp1,610,000 ",Unemployment,Car,Urban,0.00, Rp-   ,10.17," Rp10,170,000.00 "
40,10.91," Rp10,910,000 ",SHS,2,Owned,4.8," Rp4,800,000 ",62.31," Rp62,310,000 ",Self-Employment,No Vehicle,Suburban,6.06," Rp6,060,000 ",16.3," Rp16,300,000.00 "
25,37.76," Rp37,760,000 ",Diploma,2,Contract,6.38," Rp6,380,000 ",7.21," Rp7,214,515 ",Retired,Motorcycle,Rural,6.3," Rp6,300,000 ",4.71," Rp4,710,000.00 "
35,2.08," Rp2,080,000 ",JHS,4,Leased,9.21," Rp9,208,198 ",0.19," Rp190,000 ",Employment,Motorcycle,Suburban,0.00, Rp-   ,4.12," Rp4,120,000.00 "
29,1.7," Rp1,700,000 ",Master,1,Owned,1.73," Rp1,730,000 ",12.93," Rp12,930,000 ",Unemployment,No Vehicle,Suburban,1.19," Rp1,190,000 ",0.33," Rp330,000.00 "
48,19.57," Rp19,570,000 ",Diploma,2,Leased,21.78," Rp21,780,000 ",6.87," Rp6,872,642 ",Employment,No Vehicle,Suburban,1.61," Rp1,610,000 ",1.84," Rp1,840,000.00 "
31,11.14," Rp11,140,000 ",Master,0,Owned,6.42," Rp6,420,000 ",40.08," Rp40,080,000 ",Self-Employment,Motorcycle,Suburban,14.15," Rp14,150,000 ",2.23," Rp2,230,000.00 "
51,12.19," Rp12,190,000 ",ES,4,Owned,13.28," Rp13,280,000 ",12.37," Rp12,370,000 ",Retired,Car,Rural,14.6," Rp14,600,000 ",3.5," Rp3,500,000.00 "
35,11.87," Rp11,870,000 ",SHS,2,Owned,4.15," Rp4,150,000 ",2.69," Rp2,690,000 ",Student,Motorcycle and Car,Rural,5.61," Rp5,610,000 ",0.66," Rp660,000.00 "
51,4.9," Rp4,900,000 ",ES,4,Contract,4.46," Rp4,460,000 ",47.33," Rp47,330,000 ",Self-Employment,Car,Rural,0.27," Rp270,000 ",3.84," Rp3,840,000.00 "
28,6.2," Rp6,200,000 ",SHS,3,Contract,4.8," Rp4,800,000 ",79.45," Rp79,450,000 ",Self-Employment,Motorcycle,Urban,0.14," Rp140,000 ",1.53," Rp1,530,000.00 "
58,4.94," Rp4,940,000 ",Bachelor,4,Leased,2.71," Rp2,710,000 ",9.20," Rp9,196,551 ",Employment,Motorcycle,Rural,0.00, Rp-   ,17.49," Rp17,490,000.00 "
29,1.26," Rp1,260,000 ",ES,2,Owned,1.25," Rp1,250,000 ",1.63," Rp1,630,000 ",Unemployment,Car,Suburban,2.6," Rp2,600,000 ",1.16," Rp1,160,000.00 "
66,7.84," Rp7,840,000 ",SHS,4,Owned,3.85," Rp3,850,000 ",16.68," Rp16,680,000 ",Self-Employment,Motorcycle,Suburban,1.84," Rp1,840,000 ",0.96," Rp960,000.00 "
32,4.52," Rp4,520,000 ",JHS,3,Contract,5.08," Rp5,083,767 ",6.53," Rp6,530,596 ",Retired,Motorcycle,Rural,0.89," Rp890,000 ",3.61," Rp3,610,000.00 "
48,6.22," Rp6,220,000 ",SHS,1,Leased,5.84," Rp5,840,000 ",17.77," Rp17,770,000 ",Self-Employment,Motorcycle and Car,Suburban,12.02," Rp12,020,000 ",12.99," Rp12,990,000.00 "
66,4.49," Rp4,490,000 ",Bachelor,1,Owned,2.71," Rp2,710,000 ",7.63," Rp7,630,000 ",Retired,Car,Suburban,13.0," Rp13,000,000 ",0.59," Rp590,000.00 "
46,4.38," Rp4,380,000 ",Diploma,5,Leased,4.69," Rp4,690,000 ",7.90," Rp7,896,991 ",Unemployment,Motorcycle,Suburban,31.78," Rp31,780,000 ",12.49," Rp12,490,000.00 "
43,1.94," Rp1,940,000 ",Bachelor,1,Parents,2.09," Rp2,090,000 ",17.37," Rp17,370,000 ",Employment,Motorcycle,Rural,18.5," Rp18,500,000 ",0.57," Rp570,000.00 "
35,2.63," Rp2,630,000 ",SHS,0,Leased,1.27," Rp1,270,000 ",3.28," Rp3,280,000 ",Self-Employment,Motorcycle,Suburban,0.25," Rp250,000 ",0.94," Rp940,000.00 "
49,1.86," Rp1,860,000 ",Master,2,Parents,1.3," Rp1,300,000 ",8.35," Rp8,350,000 ",Unemployment,Motorcycle,Urban,16.79," Rp16,790,000 ",0.86," Rp860,000.00 "
39,2.09," Rp2,090,000 ",Bachelor,3,Leased,1.44," Rp1,440,000 ",17.47," Rp17,470,000 ",Employment,Motorcycle,Urban,34.22," Rp34,220,000 ",1.31," Rp1,310,000.00 "
55,19.06," Rp19,060,000 ",SHS,2,Leased,12.75," Rp12,750,000 ",4.68," Rp4,680,000 ",Self-Employment,Car,Urban,7.46," Rp7,460,000 ",6.95," Rp6,950,000.00 "
34,1.83," Rp1,830,000 ",SHS,3,Leased,1.38," Rp1,380,000 ",15.64," Rp15,640,000 ",Self-Employment,Motorcycle and Car,Suburban,1.79," Rp1,790,000 ",2.76," Rp2,760,000.00 "
40,2.57," Rp2,570,000 ",Master,2,Owned,0.94," Rp940,000 ",25.09," Rp25,090,000 ",Retired,No Vehicle,Urban,2.64," Rp2,640,000 ",8.34," Rp8,340,000.00 "
41,5.47," Rp5,470,000 ",Bachelor,1,Leased,5.92," Rp5,920,000 ",1.36," Rp1,360,000 ",Unemployment,Car,Suburban,18.18," Rp18,180,000 ",1.99," Rp1,990,000.00 "
67,5.71," Rp5,710,000 ",Bachelor,3,Owned,3.2," Rp3,200,000 ",19.32," Rp19,320,000 ",Employment,Car,Rural,33.97," Rp33,970,000 ",3.17," Rp3,170,000.00 "
25,1.84," Rp1,840,000 ",SHS,2,Contract,0.56," Rp560,000 ",14.24," Rp14,240,000 ",Retired,No Vehicle,Rural,31.23," Rp31,230,000 ",3.42," Rp3,420,000.00 "
58,8.89," Rp8,890,000 ",JHS,3,Parents,8.15," Rp8,150,000 ",2.05," Rp2,050,000 ",Retired,Motorcycle,Urban,6.85," Rp6,850,000 ",3.13," Rp3,130,000.00 "
23,8.69," Rp8,690,000 ",Bachelor,3,Contract,7.69," Rp7,690,000 ",24.51," Rp24,510,000 ",Employment,Motorcycle and Car,Urban,0.00, Rp-   ,2.54," Rp2,540,000.00 "
22,2.35," Rp2,350,000 ",Diploma,0,Leased,2.78," Rp2,780,000 ",7.45," Rp7,450,000 ",Unemployment,Car,Urban,11.06," Rp11,060,000 ",2.15," Rp2,150,000.00 "
61,2.7," Rp2,700,000 ",Bachelor,3,Contract,2.56," Rp2,560,000 ",4.03," Rp4,030,000 ",Employment,Motorcycle,Urban,5.52," Rp5,520,000 ",9.37," Rp9,370,000.00 "
46,14.9," Rp14,900,000 ",Diploma,0,Owned,8.93," Rp8,930,000 ",6.64," Rp6,640,000 ",Self-Employment,Motorcycle and Car,Suburban,27.92," Rp27,920,000 ",2.62," Rp2,620,000.00 "
45,9.73," Rp9,730,000 ",JHS,2,Leased,11.26," Rp11,260,000 ",15.8," Rp15,800,000 ",Unemployment,No Vehicle,Suburban,17.09," Rp17,090,000 ",0.71," Rp710,000.00 "
28,6.98," Rp6,980,000 ",Bachelor,4,Contract,4.39," Rp4,390,000 ",17.35," Rp17,350,000 ",Employment,No Vehicle,Urban,1.44," Rp1,440,000 ",1.08," Rp1,080,000.00 "
18,1.43," Rp1,430,000 ",Master,1,Owned,1.49," Rp1,490,000 ",3.72," Rp3,720,000 ",Employment,Motorcycle,Urban,1.42," Rp1,420,000 ",6.01," Rp6,010,000.00 "
60,3.71," Rp3,710,000 ",Bachelor,3,Leased,2.23," Rp2,230,000 ",55.18," Rp55,180,000 ",Employment,Motorcycle,Urban,8.23," Rp8,230,000 ",25.12," Rp25,120,000.00 "
36,5.1," Rp5,100,000 ",SHS,0,Leased,1.75," Rp1,750,000 ",6.31," Rp6,310,432 ",Unemployment,Car,Rural,7.68," Rp7,680,000 ",5.68," Rp5,680,000.00 "
26,2.04," Rp2,040,000 ",Bachelor,2,Leased,1.96," Rp1,960,000 ",6.25," Rp6,250,000 ",Student,Motorcycle,Urban,0.19," Rp190,000 ",0.45," Rp450,000.00 "
44,3.97," Rp3,970,000 ",Bachelor,3,Leased,2.44," Rp2,440,000 ",4.13," Rp4,130,000 ",Unemployment,Motorcycle,Suburban,6.08," Rp6,080,000 ",3.7," Rp3,700,000.00 "
51,5.59," Rp5,590,000 ",Diploma,3,Contract,3.38," Rp3,380,000 ",2.57," Rp2,570,000 ",Self-Employment,No Vehicle,Suburban,29.6," Rp29,600,000 ",4.71," Rp4,710,000.00 "
61,2.98," Rp2,980,000 ",SHS,4,Owned,2.81," Rp2,810,000 ",80.44," Rp80,440,000 ",Employment,Motorcycle,Suburban,5.9," Rp5,900,000 ",4.24," Rp4,240,000.00 "
21,8.59," Rp8,590,000 ",Master,2,Leased,9.12," Rp9,121,911 ",22.46," Rp22,460,000 ",Employment,Motorcycle and Car,Suburban,11.15," Rp11,150,000 ",0.89," Rp890,000.00 "
